frame,beyblade1,beyblade2,beyblade1_position,beyblade2_position,collision_status,beyblade1_status,beyblade2_status
323,Dran Buster 1-60A,wizard rod 5-70db,[     1292.5       512.5],[       1274         752],True,Spinning,Spinning
324,Dran Buster 1-60A,wizard rod 5-70db,[       1290         509],[     1351.5         720],False,Spinning,Spinning
325,Dran Buster 1-60A,wizard rod 5-70db,[     1456.5         688],[       1262         463],False,Spinning,Spinning
326,Dran Buster 1-60A,wizard rod 5-70db,[       1247       433.5],[       1492       686.5],False,Spinning,Spinning
327,Dran Buster 1-60A,wizard rod 5-70db,[     1225.5       390.5],[       1565       663.5],False,Spinning,Spinning
328,Dran Buster 1-60A,wizard rod 5-70db,[     1194.5       348.5],[       1638         616],False,Spinning,Spinning
329,Dran Buster 1-60A,wizard rod 5-70db,[       1655       592.5],[       1181         342],False,Spinning,Spinning
330,Dran Buster 1-60A,wizard rod 5-70db,[       1158         339],[     1682.5         554],False,Spinning,Spinning
331,Dran Buster 1-60A,wizard rod 5-70db,[       1689         495],[       1121         337],False,Spinning,Spinning
332,Dran Buster 1-60A,wizard rod 5-70db,[     1106.5         337],,,Spinning,Spinning
333,Dran Buster 1-60A,wizard rod 5-70db,[       1611       467.5],[     1092.5       339.5],False,Spinning,Spinning
334,Dran Buster 1-60A,wizard rod 5-70db,[     1071.5       346.5],[       1547       455.5],False,Spinning,Spinning
335,Dran Buster 1-60A,wizard rod 5-70db,[     1065.5       348.5],[     1520.5       456.5],False,Spinning,Spinning
336,Dran Buster 1-60A,wizard rod 5-70db,[     1473.5         466],[       1048         360],False,Spinning,Spinning
337,Dran Buster 1-60A,wizard rod 5-70db,[     1036.5         372],[     1396.5       500.5],False,Spinning,Spinning
338,Dran Buster 1-60A,wizard rod 5-70db,[       1033       377.5],,,Spinning,Spinning
339,Dran Buster 1-60A,wizard rod 5-70db,[       1320         558],,,Spinning,Spinning
340,Dran Buster 1-60A,wizard rod 5-70db,[       1264       631.5],[       1018         411],False,Spinning,Spinning
341,Dran Buster 1-60A,wizard rod 5-70db,[       1244         656],,,Spinning,Spinning
342,Dran Buster 1-60A,wizard rod 5-70db,[       1014         440],[     1225.5       715.5],False,Spinning,Spinning
343,Dran Buster 1-60A,wizard rod 5-70db,[       1215       788.5],[       1013       471.5],False,Spinning,Spinning
